ra,ano,fase,turma,nome,idade,genero,ano_ingresso,instituicao,pedra,inde,iaa,ieg,ips,ipp,ida,nota_matematica,nota_portugues,nota_ingles,indicado_bolsa,atingiu_pv,ipv,ian,fase_ideal,defasagem,fase_num,fase_ideal_num,pedra_padrao,instituicao_padrao,iaa_original,ipv_original,defasagem_original,defasagem_calculada,genero_inconsistente,ano_ingresso_inconsistente,idade_inconsistente
RA-100,2022,4,A,Aluno-100,13,Feminino,2019,Rede Decisão,Ametista,7.618,8.8,7.8,5.0,,7.6,7.0,7.8,8.1,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),1,4,3,Ametista,Rede Decisão,8.8,7.25,1,1,False,False,False
RA-101,2022,4,A,Aluno-101,15,Feminino,2021,Pública,Ametista,7.305,7.9,8.3,7.5,,7.6,7.2,6.5,9.2,Sim,Não,6.833,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Pública,7.9,6.833,-1,-1,False,False,False
RA-102,2022,4,A,Aluno-102,14,Masculino,2019,Pública,Ágata,6.922,6.7,7.7,6.9,,5.7,4.7,6.8,5.5,Não,Não,6.0,10.0,Fase 4 (9º ano),0,4,4,Ágata,Pública,6.7,6.0,0,0,False,False,False
RA-103,2022,4,A,Aluno-103,13,Feminino,2020,Rede Decisão,Topázio,8.107,7.9,8.7,7.5,,7.3,7.3,7.3,7.3,Não,Não,7.708,10.0,Fase 3 (7º e 8º ano),1,4,3,Topázio,Rede Decisão,7.9,7.708,1,1,False,True,False
RA-104,2022,4,A,Aluno-104,18,Masculino,2022,Pública,Ágata,6.315,7.9,8.7,7.5,,3.7,4.8,5.8,0.3,Não,Não,6.708,2.5,Fase 8 (Universitários),-4,4,8,Ágata,Pública,7.9,6.708,-4,-4,False,False,False
RA-105,2022,4,A,Aluno-105,17,Masculino,2016,Rede Decisão,Ágata,6.846,7.9,8.2,5.6,,6.7,7.2,6.2,6.8,Não,Não,7.417,2.5,Fase 7 (3º EM),-3,4,7,Ágata,Rede Decisão,7.9,7.417,-3,-3,False,False,False
RA-106,2022,4,A,Aluno-106,15,Feminino,2016,Rede Decisão,Ametista,7.973,9.2,8.0,9.4,,7.4,7.8,7.2,7.2,Não,Sim,8.375,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Rede Decisão,9.2,8.375,-1,-1,False,True,False
RA-107,2022,4,A,Aluno-107,15,Feminino,2018,Pública,Ágata,6.258,7.5,6.4,7.5,,4.6,3.3,4.3,6.0,Sim,Não,6.5,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,7.5,6.5,-1,-1,False,True,False
RA-108,2022,4,A,Aluno-108,17,Feminino,2019,Pública,Quartzo,5.547,4.6,7.7,5.0,,5.0,3.0,5.8,6.2,Não,Não,6.125,2.5,Fase 7 (3º EM),-3,4,7,Quartzo,Pública,4.6,6.125,-3,-3,False,False,False
RA-109,2022,4,A,Aluno-109,16,Masculino,2021,Rede Decisão,Topázio,8.512,8.8,10.0,8.8,,8.4,7.8,7.5,9.9,Não,Sim,8.667,5.0,Fase 6 (2º EM),-2,4,6,Topázio,Rede Decisão,8.8,8.667,-2,-2,False,False,False
RA-110,2022,4,A,Aluno-110,14,Masculino,2017,Rede Decisão,Topázio,8.15,9.2,9.7,5.6,,6.7,8.3,5.7,6.0,Não,Não,8.0,10.0,Fase 4 (9º ano),0,4,4,Topázio,Rede Decisão,9.2,8.0,0,0,False,True,False
RA-111,2022,4,A,Aluno-111,13,Feminino,2020,Rede Decisão,Topázio,8.646,7.5,9.4,8.1,,8.0,6.7,7.5,9.7,Não,Sim,8.667,10.0,Fase 3 (7º e 8º ano),1,4,3,Topázio,Rede Decisão,7.5,8.667,1,1,False,True,False
RA-112,2022,4,A,Aluno-112,15,Feminino,2016,Rede Decisão,Ametista,7.836,7.9,7.8,6.3,,8.5,9.0,7.5,9.1,Não,Sim,8.833,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Rede Decisão,7.9,8.833,-1,-1,False,True,False
RA-113,2022,4,A,Aluno-113,15,Feminino,2017,Rede Decisão,Quartzo,3.032,0.0,0.0,5.0,,3.7,3.3,5.5,2.3,Não,Não,3.792,5.0,Fase 5 (1º EM),-1,4,5,Quartzo,Rede Decisão,0.0,3.792,-1,-1,False,True,False
RA-114,2022,4,A,Aluno-114,16,Masculino,2022,Pública,Quartzo,5.894,7.9,6.3,7.5,,5.3,6.0,4.5,,Não,Não,5.0,5.0,Fase 6 (2º EM),-2,4,6,Quartzo,Pública,7.9,5.0,-2,-2,False,False,False
RA-115,2022,4,A,Aluno-115,16,Feminino,2019,Pública,Quartzo,5.886,8.3,6.8,6.3,,3.8,3.0,5.7,2.7,Não,Não,5.583,5.0,Fase 6 (2º EM),-2,4,6,Quartzo,Pública,8.3,5.583,-2,-2,False,True,False
RA-116,2022,4,B,Aluno-116,16,Feminino,2019,Pública,Ágata,6.854,5.8,8.1,6.3,,5.9,5.0,7.2,5.5,Sim,Não,7.792,5.0,Fase 6 (2º EM),-2,4,6,Ágata,Pública,5.8,7.792,-2,-2,False,True,False
RA-117,2022,4,B,Aluno-117,15,Feminino,2022,Pública,Ágata,6.685,7.9,6.3,6.9,,6.1,4.7,6.7,7.0,Não,Não,7.417,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,7.9,7.417,-1,-1,False,False,False
RA-118,2022,4,B,Aluno-118,14,Feminino,2021,Pública,Quartzo,5.597,0.0,5.3,6.3,,3.9,3.7,4.7,3.5,Não,Não,6.958,10.0,Fase 4 (9º ano),0,4,4,Quartzo,Pública,0.0,6.958,0,0,False,False,False
RA-119,2022,4,B,Aluno-119,14,Feminino,2016,Rede Decisão,Ametista,7.501,8.3,8.2,5.6,,5.4,5.7,7.0,3.4,Não,Não,7.875,10.0,Fase 4 (9º ano),0,4,4,Ametista,Rede Decisão,8.3,7.875,0,0,False,True,False
RA-120,2022,4,B,Aluno-120,15,Masculino,2019,Pública,Ágata,6.825,8.3,5.9,7.5,,6.2,3.7,5.2,9.7,Sim,Não,7.667,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,8.3,7.667,-1,-1,False,False,False
RA-121,2022,4,B,Aluno-121,16,Feminino,2021,Pública,Ametista,7.245,7.1,8.4,6.3,,7.2,5.7,6.8,9.0,Sim,Não,7.625,5.0,Fase 6 (2º EM),-2,4,6,Ametista,Pública,7.1,7.625,-2,-2,False,False,False
RA-122,2022,4,B,Aluno-122,14,Feminino,2019,Pública,Quartzo,5.061,7.9,3.4,7.5,,1.8,1.7,3.7,0.0,Não,Não,4.958,10.0,Fase 4 (9º ano),0,4,4,Quartzo,Pública,7.9,4.958,0,0,False,False,False
RA-123,2022,4,B,Aluno-123,16,Masculino,2017,Rede Decisão,Ametista,7.084,7.9,8.6,5.6,,6.5,7.3,6.3,5.9,Não,Não,7.292,5.0,Fase 6 (2º EM),-2,4,6,Ametista,Rede Decisão,7.9,7.292,-2,-2,False,True,False
RA-124,2022,4,B,Aluno-124,14,Masculino,2016,Rede Decisão,Ametista,7.388,7.9,7.8,5.0,,6.7,5.7,7.0,7.5,Não,Não,7.167,10.0,Fase 4 (9º ano),0,4,4,Ametista,Rede Decisão,7.9,7.167,0,0,False,False,False
RA-125,2022,4,B,Aluno-125,15,Feminino,2022,Pública,Ametista,7.619,8.8,8.5,7.5,,7.1,5.0,7.2,9.2,Sim,Não,7.75,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Pública,8.8,7.75,-1,-1,False,False,False
RA-126,2022,4,B,Aluno-126,15,Masculino,2018,Pública,Ágata,6.289,7.1,5.8,7.5,,4.4,4.0,5.0,4.2,Sim,Não,7.417,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,7.1,7.417,-1,-1,False,False,False
RA-127,2022,4,B,Aluno-127,14,Feminino,2022,Pública,Topázio,8.283,7.5,8.7,7.5,,7.9,7.7,7.7,8.3,Sim,Não,8.125,10.0,Fase 4 (9º ano),0,4,4,Topázio,Pública,7.5,8.125,0,0,False,False,False
RA-128,2022,4,B,Aluno-128,15,Masculino,2019,Pública,Quartzo,5.563,0.0,6.2,7.5,,5.6,6.7,6.8,3.2,Sim,Não,6.167,5.0,Fase 5 (1º EM),-1,4,5,Quartzo,Pública,0.0,6.167,-1,-1,False,False,False
RA-129,2022,4,B,Aluno-129,15,Masculino,2019,Pública,Ágata,6.926,6.7,6.4,7.5,,6.7,6.0,5.3,8.7,Sim,Não,7.792,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,6.7,7.792,-1,-1,False,False,False
RA-130,2022,4,F,Aluno-130,16,Feminino,2018,Pública,Quartzo,5.624,8.3,4.7,5.0,,4.1,3.7,5.2,3.5,Não,Não,6.5,5.0,Fase 6 (2º EM),-2,4,6,Quartzo,Pública,8.3,6.5,-2,-2,False,False,False
RA-131,2022,4,F,Aluno-131,15,Feminino,2016,Pública,Ametista,7.174,8.8,9.0,5.6,,5.6,6.0,6.5,4.2,Sim,Não,7.75,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Pública,8.8,7.75,-1,-1,False,True,False
RA-132,2022,4,F,Aluno-132,14,Feminino,2019,Rede Decisão,Topázio,8.355,10.0,8.8,5.6,,7.7,6.5,7.5,9.1,Não,Sim,8.458,10.0,Fase 4 (9º ano),0,4,4,Topázio,Rede Decisão,10.0,8.458,0,0,False,True,False
RA-133,2022,4,F,Aluno-133,15,Feminino,2016,Pública,Ágata,6.875,7.9,7.1,7.5,,5.6,4.7,7.2,5.0,Não,Não,7.625,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,7.9,7.625,-1,-1,False,False,False
RA-134,2022,4,F,Aluno-134,15,Feminino,2021,Pública,Ágata,6.607,8.8,6.8,7.5,,4.7,4.7,6.8,2.5,Sim,Não,7.375,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,8.8,7.375,-1,-1,False,False,False
RA-135,2022,4,F,Aluno-135,15,Feminino,2019,Pública,Ametista,7.692,8.3,7.8,5.6,,8.6,8.0,8.2,9.5,Sim,Sim,8.583,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Pública,8.3,8.583,-1,-1,False,False,False
RA-136,2022,4,F,Aluno-136,15,Masculino,2019,Pública,Ágata,6.478,10.0,6.3,7.5,,4.6,5.3,5.7,2.8,Não,Não,6.667,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,10.0,6.667,-1,-1,False,False,False
RA-137,2022,4,F,Aluno-137,17,Feminino,2016,Rede Decisão,Ametista,7.056,7.5,8.9,5.0,,7.3,6.0,7.3,8.5,Não,Não,7.792,2.5,Fase 7 (3º EM),-3,4,7,Ametista,Rede Decisão,7.5,7.792,-3,-3,False,True,False
RA-138,2022,4,F,Aluno-138,15,Masculino,2016,Pública,Ágata,6.738,9.6,8.0,5.6,,5.6,5.0,6.5,5.2,Sim,Não,6.375,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,9.6,6.375,-1,-1,False,True,False
RA-139,2022,4,F,Aluno-139,17,Masculino,2019,Pública,Quartzo,3.738,7.1,3.5,5.0,,1.4,1.7,2.7,0.0,Não,Não,3.917,2.5,Fase 7 (3º EM),-3,4,7,Quartzo,Pública,7.1,3.917,-3,-3,False,False,False
RA-140,2022,4,F,Aluno-140,14,Feminino,2021,Pública,Ametista,7.407,7.9,7.6,6.9,,5.7,5.0,6.5,5.6,Sim,Não,7.667,10.0,Fase 4 (9º ano),0,4,4,Ametista,Pública,7.9,7.667,0,0,False,False,False
RA-141,2022,4,F,Aluno-141,14,Masculino,2017,Pública,Ametista,7.118,9.2,8.2,5.6,,5.7,5.8,6.2,5.0,Não,Não,5.917,10.0,Fase 4 (9º ano),0,4,4,Ametista,Pública,9.2,5.917,0,0,False,False,False
RA-142,2022,4,F,Aluno-142,14,Feminino,2021,Pública,Ametista,7.457,6.7,8.6,5.6,,6.3,6.0,6.8,6.0,Não,Não,7.583,10.0,Fase 4 (9º ano),0,4,4,Ametista,Pública,6.7,7.583,0,0,False,False,False
RA-143,2022,4,F,Aluno-143,13,Masculino,2019,Rede Decisão,Topázio,8.638,8.3,9.9,5.6,,7.9,9.7,7.7,6.4,Não,Sim,9.5,10.0,Fase 3 (7º e 8º ano),1,4,3,Topázio,Rede Decisão,8.3,9.5,1,1,False,True,False
RA-144,2022,4,F,Aluno-144,14,Feminino,2017,Rede Decisão,Topázio,8.181,7.5,9.3,5.0,,7.9,7.5,7.2,9.0,Não,Não,8.292,10.0,Fase 4 (9º ano),0,4,4,Topázio,Rede Decisão,7.5,8.292,0,0,False,False,False
RA-145,2022,4,H,Aluno-145,16,Masculino,2017,Pública,Quartzo,5.846,0.0,6.3,8.1,,5.2,3.0,4.8,7.8,Sim,Não,7.25,5.0,Fase 6 (2º EM),-2,4,6,Quartzo,Pública,0.0,7.25,-2,-2,False,False,False
RA-146,2022,4,H,Aluno-146,15,Feminino,2022,Pública,Ametista,7.947,8.3,9.2,7.5,,7.9,6.3,7.3,10.0,Sim,Não,8.208,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Pública,8.3,8.208,-1,-1,False,False,False
RA-147,2022,4,H,Aluno-147,14,Feminino,2022,Pública,Ametista,7.541,8.3,7.7,7.5,,6.1,5.8,4.8,7.7,Não,Não,7.25,10.0,Fase 4 (9º ano),0,4,4,Ametista,Pública,8.3,7.25,0,0,False,False,False
RA-148,2022,4,H,Aluno-148,14,Masculino,2022,Pública,Ametista,7.894,9.2,7.9,10.0,,5.3,4.7,6.3,5.0,Sim,Não,7.708,10.0,Fase 4 (9º ano),0,4,4,Ametista,Pública,9.2,7.708,0,0,False,False,False
RA-149,2022,4,H,Aluno-149,15,Feminino,2022,Pública,Ágata,6.323,9.2,6.5,7.5,,5.0,4.0,6.0,,Não,Não,6.125,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,9.2,6.125,-1,-1,False,False,False
RA-150,2022,4,H,Aluno-150,16,Feminino,2020,Pública,Ágata,6.962,9.6,6.3,6.9,,6.9,5.3,6.7,8.6,Sim,Não,7.333,5.0,Fase 6 (2º EM),-2,4,6,Ágata,Pública,9.6,7.333,-2,-2,False,False,False
RA-151,2022,4,H,Aluno-151,16,Feminino,2020,Pública,Ametista,7.563,8.8,7.5,6.9,,8.3,7.3,8.0,9.5,Sim,Não,7.958,5.0,Fase 6 (2º EM),-2,4,6,Ametista,Pública,8.8,7.958,-2,-2,False,False,False
RA-152,2022,4,L,Aluno-152,16,Feminino,2022,Pública,Ágata,6.712,8.3,7.0,7.5,,6.5,4.0,7.0,8.5,Não,Não,6.292,5.0,Fase 6 (2º EM),-2,4,6,Ágata,Pública,8.3,6.292,-2,-2,False,False,False
RA-153,2022,4,L,Aluno-153,14,Feminino,2018,Rede Decisão,Ametista,7.535,7.9,8.2,5.0,,6.6,3.3,7.7,8.8,Não,Não,7.708,10.0,Fase 4 (9º ano),0,4,4,Ametista,Rede Decisão,7.9,7.708,0,0,False,True,False
RA-154,2022,4,L,Aluno-154,15,Masculino,2017,Pública,Ágata,6.073,8.3,6.1,6.3,,4.0,3.7,6.2,2.1,Sim,Não,6.833,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,8.3,6.833,-1,-1,False,False,False
RA-155,2022,4,L,Aluno-155,16,Masculino,2022,Pública,Ametista,7.051,10.0,8.3,7.5,,5.2,4.3,6.8,4.3,Sim,Não,6.833,5.0,Fase 6 (2º EM),-2,4,6,Ametista,Pública,10.0,6.833,-2,-2,False,False,False
RA-156,2022,4,L,Aluno-156,15,Masculino,2018,Pública,Ametista,7.357,10.0,8.3,9.4,,4.4,4.7,6.5,2.1,Sim,Não,7.792,5.0,Fase 5 (1º EM),-1,4,5,Ametista,Pública,10.0,7.792,-1,-1,False,False,False
RA-157,2022,4,L,Aluno-157,12,Feminino,2018,Rede Decisão,Topázio,8.317,7.5,10.0,6.3,,7.7,7.0,7.5,8.7,Não,Não,8.292,10.0,Fase 3 (7º e 8º ano),1,4,3,Topázio,Rede Decisão,7.5,8.292,1,1,False,True,False
RA-158,2022,4,L,Aluno-158,17,Feminino,2017,Rede Decisão,Ametista,7.302,7.9,9.8,5.6,,6.6,5.0,6.7,8.1,Não,Não,8.125,2.5,Fase 7 (3º EM),-3,4,7,Ametista,Rede Decisão,7.9,8.125,-3,-3,False,True,True
RA-159,2022,4,L,Aluno-159,15,Feminino,2021,Pública,Ágata,6.49,8.3,8.1,5.6,,4.7,4.3,5.8,3.9,Não,Não,6.458,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,8.3,6.458,-1,-1,False,False,False
RA-160,2022,4,L,Aluno-160,15,Feminino,2021,Pública,Ágata,6.746,7.5,7.2,5.6,,5.3,2.7,6.0,7.1,Sim,Não,8.25,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,7.5,8.25,-1,-1,False,False,False
RA-161,2022,4,L,Aluno-161,11,Feminino,2018,Rede Decisão,Ametista,7.957,7.9,9.1,5.6,,6.9,5.3,6.8,8.5,Não,Não,8.083,10.0,Fase 2 (5º e 6º ano),2,4,2,Ametista,Rede Decisão,7.9,8.083,2,2,False,True,True
RA-162,2022,4,L,Aluno-162,14,Feminino,2021,Pública,Ametista,7.215,6.7,8.5,7.5,,5.5,4.7,5.5,6.4,Não,Não,6.542,10.0,Fase 4 (9º ano),0,4,4,Ametista,Pública,6.7,6.542,0,0,False,False,False
RA-163,2022,4,L,Aluno-163,15,Feminino,2021,Pública,Ágata,6.797,8.8,7.9,5.6,,6.7,6.5,6.3,7.4,Não,Não,6.5,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,8.8,6.5,-1,-1,False,False,False
RA-164,2022,4,L,Aluno-164,16,Masculino,2018,Pública,Ágata,6.776,8.3,7.3,5.6,,6.5,4.7,6.5,8.3,Sim,Não,7.208,5.0,Fase 6 (2º EM),-2,4,6,Ágata,Pública,8.3,7.208,-2,-2,False,True,False
RA-165,2022,4,L,Aluno-165,14,Feminino,2017,Rede Decisão,Topázio,8.063,7.1,9.8,5.6,,7.6,5.3,7.8,9.7,Não,Não,7.5,10.0,Fase 4 (9º ano),0,4,4,Topázio,Rede Decisão,7.1,7.5,0,0,False,True,False
RA-166,2022,4,L,Aluno-166,14,Masculino,2020,Pública,Topázio,8.253,9.2,9.0,6.3,,8.1,7.0,7.2,10.0,Sim,Não,7.542,10.0,Fase 4 (9º ano),0,4,4,Topázio,Pública,9.2,7.542,0,0,False,True,False
RA-167,2022,4,P,Aluno-167,16,Feminino,2018,Rede Decisão,Ametista,7.798,9.2,9.7,5.6,,7.9,9.3,8.0,6.3,Não,Não,7.833,5.0,Fase 6 (2º EM),-2,4,6,Ametista,Rede Decisão,9.2,7.833,-2,-2,False,True,False
RA-168,2022,4,P,Aluno-168,15,Feminino,2018,Rede Decisão,Ágata,6.917,7.9,8.3,6.3,,5.9,4.7,8.2,5.0,Não,Não,7.083,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Rede Decisão,7.9,7.083,-1,-1,False,False,False
RA-169,2022,4,P,Aluno-169,15,Feminino,2018,Pública,Quartzo,5.159,7.5,5.1,6.3,,3.2,1.3,4.5,3.8,Não,Não,4.792,5.0,Fase 5 (1º EM),-1,4,5,Quartzo,Pública,7.5,4.792,-1,-1,False,False,False
RA-170,2022,4,P,Aluno-170,14,Feminino,2018,Rede Decisão,Ágata,7.007,8.3,9.2,5.6,,4.9,3.7,6.7,4.3,Não,Não,5.792,10.0,Fase 4 (9º ano),0,4,4,Ágata,Rede Decisão,8.3,5.792,0,0,False,True,False
RA-171,2022,4,P,Aluno-171,16,Masculino,2022,Pública,Ágata,6.581,7.5,6.8,7.5,,5.5,3.0,8.0,,Não,Não,6.875,5.0,Fase 6 (2º EM),-2,4,6,Ágata,Pública,7.5,6.875,-2,-2,False,False,False
RA-172,2022,4,P,Aluno-172,14,Feminino,2018,Rede Decisão,Topázio,8.673,9.2,8.9,9.4,,7.3,6.0,7.7,8.1,Não,Sim,8.917,10.0,Fase 4 (9º ano),0,4,4,Topázio,Rede Decisão,9.2,8.917,0,0,False,True,False
RA-173,2022,4,P,Aluno-173,17,Masculino,2019,Rede Decisão,Ametista,7.816,8.3,9.2,6.9,,7.9,9.0,7.5,7.1,Não,Sim,9.25,2.5,Fase 7 (3º EM),-3,4,7,Ametista,Rede Decisão,8.3,9.25,-3,-3,False,True,False
RA-174,2022,4,P,Aluno-174,15,Feminino,2019,Pública,Ágata,6.075,7.9,6.2,7.5,,4.4,4.0,5.3,3.8,Não,Não,6.042,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Pública,7.9,6.042,-1,-1,False,False,False
RA-175,2022,4,P,Aluno-175,15,Feminino,2018,Rede Decisão,Ágata,6.75,8.3,9.2,5.6,,5.9,4.7,7.2,5.9,Não,Não,5.833,5.0,Fase 5 (1º EM),-1,4,5,Ágata,Rede Decisão,8.3,5.833,-1,-1,False,True,False
RA-176,2022,3,A,Aluno-176,13,Feminino,2018,Rede Decisão,Topázio,8.427,9.6,9.1,5.6,,6.9,5.1,6.8,8.7,Não,Sim,9.083,10.0,Fase 3 (7º e 8º ano),0,3,3,Topázio,Rede Decisão,9.6,9.083,0,0,False,True,False
RA-177,2022,3,A,Aluno-177,13,Feminino,2022,Pública,Ametista,7.424,7.9,8.8,4.4,,6.8,6.0,7.5,,Não,Não,6.958,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Pública,7.9,6.958,0,0,False,False,False
RA-178,2022,3,A,Aluno-178,13,Feminino,2016,Rede Decisão,Ágata,7.025,0.0,8.8,4.4,,6.3,6.2,5.3,7.3,Não,Sim,8.458,10.0,Fase 3 (7º e 8º ano),0,3,3,Ágata,Rede Decisão,0.0,8.458,0,0,False,True,False
RA-179,2022,3,A,Aluno-179,12,Masculino,2022,Pública,Ametista,7.993,7.5,9.2,7.5,,6.1,3.7,6.7,8.0,Sim,Não,8.042,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Pública,7.5,8.042,0,0,False,False,False
RA-180,2022,3,A,Aluno-180,12,Masculino,2018,Rede Decisão,Topázio,8.442,9.2,8.3,6.3,,8.1,7.7,8.3,8.3,Não,Sim,8.625,10.0,Fase 3 (7º e 8º ano),0,3,3,Topázio,Rede Decisão,9.2,8.625,0,0,False,True,False
RA-181,2022,3,A,Aluno-181,13,Feminino,2019,Rede Decisão,Topázio,8.623,9.2,9.5,8.8,,6.8,6.8,7.3,6.2,Não,Sim,8.458,10.0,Fase 3 (7º e 8º ano),0,3,3,Topázio,Rede Decisão,9.2,8.458,0,0,False,True,False
RA-182,2022,3,A,Aluno-182,16,Feminino,2021,Pública,Ágata,6.328,7.5,8.0,7.5,,4.1,1.3,5.7,5.4,Não,Não,6.958,2.5,Fase 6 (2º EM),-3,3,6,Ágata,Pública,7.5,6.958,-3,-3,False,False,False
RA-183,2022,3,A,Aluno-183,13,Feminino,2022,Pública,Ametista,7.3,8.3,8.8,7.5,,3.8,0.0,7.5,,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Pública,8.3,7.25,0,0,False,False,False
RA-184,2022,3,A,Aluno-184,16,Masculino,2019,Pública,Ametista,7.28,8.8,7.7,7.5,,7.2,5.0,7.3,9.3,Sim,Não,8.0,2.5,Fase 6 (2º EM),-3,3,6,Ametista,Pública,8.8,8.0,-3,-3,False,True,True
RA-185,2022,3,A,Aluno-185,15,Masculino,2021,Pública,Ágata,6.615,7.9,7.7,7.5,,4.5,3.3,5.7,4.5,Não,Não,6.875,5.0,Fase 5 (1º EM),-2,3,5,Ágata,Pública,7.9,6.875,-2,-2,False,False,False
RA-186,2022,3,A,Aluno-186,13,Feminino,2019,Pública,Ametista,7.832,8.3,8.5,7.5,,6.6,6.0,5.7,8.0,Sim,Não,7.5,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Pública,8.3,7.5,0,0,False,True,False
RA-187,2022,3,A,Aluno-187,12,Feminino,2019,Rede Decisão,Ametista,7.928,8.8,8.9,7.5,,5.8,5.3,7.2,4.8,Não,Não,7.917,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Rede Decisão,8.8,7.917,0,0,False,True,False
RA-188,2022,3,A,Aluno-188,14,Masculino,2021,Pública,Quartzo,5.307,0.0,6.1,7.5,,2.7,3.0,3.2,2.0,Sim,Não,7.583,5.0,Fase 4 (9º ano),-1,3,4,Quartzo,Pública,0.0,7.583,-1,-1,False,False,False
RA-189,2022,3,A,Aluno-189,14,Masculino,2018,Rede Decisão,Ametista,7.629,10.0,9.7,5.0,,7.2,6.3,7.2,8.0,Não,Não,7.333,5.0,Fase 4 (9º ano),-1,3,4,Ametista,Rede Decisão,10.0,7.333,-1,-1,False,True,False
RA-190,2022,3,A,Aluno-190,13,Feminino,2022,Pública,Ametista,7.335,6.7,6.9,8.8,,6.3,5.0,7.5,,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Pública,6.7,7.25,0,0,False,False,False
RA-191,2022,3,A,Aluno-191,13,Masculino,2019,Rede Decisão,Topázio,8.74,10.0,9.4,8.8,,7.2,8.0,7.2,6.3,Não,Sim,8.5,10.0,Fase 3 (7º e 8º ano),0,3,3,Topázio,Rede Decisão,10.0,8.5,0,0,False,True,False
RA-192,2022,3,B,Aluno-192,15,Masculino,2021,Pública,Quartzo,4.932,8.8,3.6,7.5,,2.7,1.7,4.7,1.7,Não,Não,4.708,5.0,Fase 5 (1º EM),-2,3,5,Quartzo,Pública,8.8,4.708,-2,-2,False,False,False
RA-193,2022,3,B,Aluno-193,12,Masculino,2016,Rede Decisão,Topázio,8.155,9.2,8.9,5.6,,6.7,5.0,6.3,8.7,Não,Sim,8.5,10.0,Fase 3 (7º e 8º ano),0,3,3,Topázio,Rede Decisão,9.2,8.5,0,0,False,True,False
RA-194,2022,3,B,Aluno-194,14,Feminino,2022,Pública,Quartzo,4.265,0.0,6.2,5.0,,3.2,3.7,5.8,0.0,Não,Não,3.75,5.0,Fase 4 (9º ano),-1,3,4,Quartzo,Pública,0.0,3.75,-1,-1,False,False,False
RA-195,2022,3,B,Aluno-195,13,Feminino,2017,Rede Decisão,Ametista,8.017,8.8,9.2,5.0,,6.3,6.8,6.3,5.8,Não,Não,8.25,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Rede Decisão,8.8,8.25,0,0,False,True,False
RA-196,2022,3,B,Aluno-196,12,Masculino,2018,Rede Decisão,Topázio,8.124,9.2,9.1,7.5,,5.1,4.0,6.0,5.3,Não,Sim,8.625,10.0,Fase 3 (7º e 8º ano),0,3,3,Topázio,Rede Decisão,9.2,8.625,0,0,False,True,False
RA-197,2022,3,B,Aluno-197,13,Feminino,2021,Rede Decisão,Topázio,8.218,8.8,9.7,4.4,,7.3,6.0,7.5,8.3,Não,Não,8.292,10.0,Fase 3 (7º e 8º ano),0,3,3,Topázio,Rede Decisão,8.8,8.292,0,0,False,False,False
RA-198,2022,3,B,Aluno-198,13,Masculino,2017,Pública,Quartzo,5.554,0.0,6.2,5.0,,4.6,5.2,5.8,2.8,Não,Não,5.958,10.0,Fase 3 (7º e 8º ano),0,3,3,Quartzo,Pública,0.0,5.958,0,0,False,False,False
RA-199,2022,3,B,Aluno-199,13,Masculino,2022,Pública,Ametista,7.564,8.3,7.1,7.5,,7.5,5.7,7.8,9.0,Não,Não,6.458,10.0,Fase 3 (7º e 8º ano),0,3,3,Ametista,Pública,8.3,6.458,0,0,False,False,False
RA-200,2022,3,B,Aluno-200,15,Masculino,2018,Escola JP II,Quartzo,5.705,7.9,5.6,4.4,,5.5,4.7,5.0,6.8,Não,Não,4.917,5.0,Fase 5 (1º EM),-2,3,5,Quartzo,Escola JP II,7.9,4.917,-2,-2,False,False,False
